,armSkuName,armRegionName,currencyCode,tierMinimumUnits,retailPrice,unitPrice,location,effectiveStartDate,meterId,meterName,productId,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,mismatched_reason
10,Standard_M16s,qatarcentral,USD,0.0,1.556,1.556,QA Central,2023-03-01T00:00:00Z,c230707e-4bd8-500a-ad9c-1357e6bf08e8,M16s Spot,DZH318Z0BPW5,DZH318Z0BPW5/04VL,,Virtual Machines MS Series Windows,M16s Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
11,Standard_M16s,qatarcentral,USD,0.0,1.26,1.26,QA Central,2023-03-01T00:00:00Z,c230707e-4bd8-500a-ad9c-1357e6bf08e8,M16s Spot,DZH318Z0BPW5,DZH318Z0BPW5/04VL,,Virtual Machines MS Series Windows,M16s Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
12,Standard_E32ads_v5,usgovvirginia,USD,0.0,4.0,4.0,US Gov Virginia,2022-11-01T00:00:00Z,c2314b1e-6cb7-54b5-92c3-e5efc22067b9,E32ads v5,DZH318Z093WX,DZH318Z093WX/04MH,,Virtual Machines Eadsv5 Series Windows,E32ads v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
13,Standard_E96iads_v5,uaenorth,USD,0.0,0.8496,0.8496,AE North,2023-03-01T00:00:00Z,c2321d71-a725-5b9f-af62-041bfeb6a7bf,E96iads v5 Spot,DZH318Z093X0,DZH318Z093X0/05SR,,Virtual Machines Eadsv5 Series,E96iads v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
14,Standard_E8as_v5,usgovvirginia,USD,0.0,0.365,0.365,US Gov Virginia,2022-11-01T00:00:00Z,c2335166-4cd0-5606-9e93-bbd481a8c168,E8as v5 Low Priority,DZH318Z093XK,DZH318Z093XK/04LN,,Virtual Machines Easv5 Series Windows,E8as v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
15,Standard_B4als_v2,uaenorth,USD,0.0,0.177,0.177,AE North,2023-03-01T00:00:00Z,c2340a37-7411-501e-92ac-5b3eee811855,B4als v2,DZH318Z0K9JF,DZH318Z0K9JF/01QD,,Virtual Machines Basv2 Series Windows,B4als v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
16,Standard_B4als_v2,uaenorth,USD,0.0,0.196,0.196,AE North,2023-03-01T00:00:00Z,c2340a37-7411-501e-92ac-5b3eee811855,B4als v2,DZH318Z0K9JF,DZH318Z0K9JF/01QD,,Virtual Machines Basv2 Series Windows,B4als v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
17,Standard_E16-4as_v4,southafricanorth,USD,0.0,0.1344,0.1344,ZA North,2023-03-01T00:00:00Z,c234e10d-f6b6-5cf2-8b9b-8f04567f2f0a,E16-4as_v4 Spot,DZH318Z0CM2D,DZH318Z0CM2D/03Q5,,Virtual Machines Easv4 Series,E16-4as_v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
18,Standard_E2d_v4,usgovtexas,USD,0.0,0.018887,0.018887,US Gov TX,2023-03-01T00:00:00Z,c23526cb-a34c-57c9-8758-4165d043b079,E2d v4 Spot,DZH318Z0D1L5,DZH318Z0D1L5/00KH,,Virtual Machines Edv4 Series,E2d v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
19,Standard_E48as_v5,southafricanorth,USD,0.0,0.3624,0.3624,ZA North,2023-03-01T00:00:00Z,c2361d24-0eb9-5a4d-8c71-5be0211aced4,E48as v5 Spot,DZH318Z093WZ,DZH318Z093WZ/04LT,,Virtual Machines Easv5 Series,E48as v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
20,Standard_D4_v4,usgovtexas,USD,0.0,0.24,0.24,US Gov TX,2020-08-01T00:00:00Z,c236e19e-aa0e-5cde-947d-ad1ae74702d5,D4 v4,DZH318Z0D1L4,DZH318Z0D1L4/005D,,Virtual Machines Dv4 Series,D4 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
21,Standard_D4_v4,usgovtexas,USD,0.0,1240.0,1240.0,US Gov TX,2020-08-01T00:00:00Z,c236e19e-aa0e-5cde-947d-ad1ae74702d5,D4 v4,DZH318Z0D1L4,DZH318Z0D1L4/0131,,Virtual Machines Dv4 Series,D4 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
22,Standard_D4_v4,usgovtexas,USD,0.0,2397.0,2397.0,US Gov TX,2020-08-01T00:00:00Z,c236e19e-aa0e-5cde-947d-ad1ae74702d5,D4 v4,DZH318Z0D1L4,DZH318Z0D1L4/0130,,Virtual Machines Dv4 Series,D4 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
23,Standard_B32s_v2,germanywestcentral,USD,0.0,1.536,1.536,DE West Central,2023-03-01T00:00:00Z,c239271c-f2e6-5b1c-8bc0-5d3708b38c89,B32s v2,DZH318Z0K9K9,DZH318Z0K9K9/00QB,,Virtual Machines Bsv2 Series,B32s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
24,Standard_E96-24as_v4,norwaywest,USD,0.0,2.249,2.249,NO West,2022-12-01T00:00:00Z,c239b026-57ec-5182-965e-06543b513cc9,E96-24as_v4 Low Priority,DZH318Z0CM2D,DZH318Z0CM2D/0523,,Virtual Machines Easv4 Series,E96-24as_v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
25,Standard_B4ls_v2,eastasia,USD,0.0,0.0828,0.0828,AP East,2023-03-01T00:00:00Z,c23ac0f8-f134-5ff2-bbe3-daa3c2eee965,B4ls v2 Spot,DZH318Z0K9K9,DZH318Z0K9K9/00LD,,Virtual Machines Bsv2 Series,B4ls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
26,Standard_D2ls_v5,usgovvirginia,USD,0.0,0.0408,0.0408,US Gov Virginia,2023-04-01T00:00:00Z,c23b93f8-3ecf-599e-8a88-e5fb7ac79b96,D2ls v5 Spot,DZH318Z08M9L,DZH318Z08M9L/005Z,,Virtual Machines Dlsv5 Series,D2ls v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
27,Standard_ND40rs_v2,usgovarizona,USD,0.0,27.54,27.54,US Gov AZ,2020-03-01T00:00:00Z,c23dcaa5-e304-5511-8aba-5c4c99fe4fb5,ND40rs v2,DZH318Z0CGPC,DZH318Z0CGPC/000N,,Virtual Machines NDrSv2 Series,ND40rs v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
28,Standard_B2pts_v2,northeurope,USD,0.0,0.01,0.01,EU North,2023-03-01T00:00:00Z,c23f29c1-4121-5a88-90f8-9326a4b1b7fb,B2pts v2,DZH318Z0K9JK,DZH318Z0K9JK/01KK,,Virtual Machines Bpsv2 Series,B2pts v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
29,Standard_E48as_v5,southafricanorth,USD,0.0,0.3624,0.3624,ZA North,2023-03-01T00:00:00Z,c2361d24-0eb9-5a4d-8c71-5be0211aced4,E48as v5 Spot,DZH318Z093WZ,DZH318Z093WZ/04LT,,Virtual Machines Easv5 Series,E48as v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
30,Standard_D4_v4,usgovtexas,USD,0.0,0.24,0.24,US Gov TX,2020-08-01T00:00:00Z,c236e19e-aa0e-5cde-947d-ad1ae74702d5,D4 v4,DZH318Z0D1L4,DZH318Z0D1L4/005D,,Virtual Machines Dv4 Series,D4 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
31,Standard_D4_v4,usgovtexas,USD,0.0,2397.0,2397.0,US Gov TX,2020-08-01T00:00:00Z,c236e19e-aa0e-5cde-947d-ad1ae74702d5,D4 v4,DZH318Z0D1L4,DZH318Z0D1L4/0130,,Virtual Machines Dv4 Series,D4 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
32,Standard_D4_v4,usgovtexas,USD,0.0,1240.0,1240.0,US Gov TX,2020-08-01T00:00:00Z,c236e19e-aa0e-5cde-947d-ad1ae74702d5,D4 v4,DZH318Z0D1L4,DZH318Z0D1L4/0131,,Virtual Machines Dv4 Series,D4 v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
33,Standard_B32s_v2,germanywestcentral,USD,0.0,1.536,1.536,DE West Central,2023-03-01T00:00:00Z,c239271c-f2e6-5b1c-8bc0-5d3708b38c89,B32s v2,DZH318Z0K9K9,DZH318Z0K9K9/00QB,,Virtual Machines Bsv2 Series,B32s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
34,Standard_E96-24as_v4,norwaywest,USD,0.0,2.249,2.249,NO West,2022-12-01T00:00:00Z,c239b026-57ec-5182-965e-06543b513cc9,E96-24as_v4 Low Priority,DZH318Z0CM2D,DZH318Z0CM2D/0523,,Virtual Machines Easv4 Series,E96-24as_v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
35,Standard_B4ls_v2,eastasia,USD,0.0,0.0828,0.0828,AP East,2023-03-01T00:00:00Z,c23ac0f8-f134-5ff2-bbe3-daa3c2eee965,B4ls v2 Spot,DZH318Z0K9K9,DZH318Z0K9K9/00LD,,Virtual Machines Bsv2 Series,B4ls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
36,Standard_D2ls_v5,usgovvirginia,USD,0.0,0.0408,0.0408,US Gov Virginia,2023-04-01T00:00:00Z,c23b93f8-3ecf-599e-8a88-e5fb7ac79b96,D2ls v5 Spot,DZH318Z08M9L,DZH318Z08M9L/005Z,,Virtual Machines Dlsv5 Series,D2ls v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
37,Standard_ND40rs_v2,usgovarizona,USD,0.0,27.54,27.54,US Gov AZ,2020-03-01T00:00:00Z,c23dcaa5-e304-5511-8aba-5c4c99fe4fb5,ND40rs v2,DZH318Z0CGPC,DZH318Z0CGPC/000N,,Virtual Machines NDrSv2 Series,ND40rs v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
38,Standard_B2pts_v2,northeurope,USD,0.0,0.01,0.01,EU North,2023-03-01T00:00:00Z,c23f29c1-4121-5a88-90f8-9326a4b1b7fb,B2pts v2,DZH318Z0K9JK,DZH318Z0K9JK/01KK,,Virtual Machines Bpsv2 Series,B2pts v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
39,Standard_L48s_v3,southafricanorth,USD,0.0,3.082,3.082,ZA North,2022-09-01T00:00:00Z,c2410609-16b3-516e-9e88-6a397ab27a33,L48s v3 Low Priority,DZH318Z08NRP,DZH318Z08NRP/0161,,Virtual Machines Lsv3 Series Windows,Standard_L48s_v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
40,Standard_L48s_v3,southafricanorth,USD,0.0,1.099,1.099,ZA North,2022-09-01T00:00:00Z,c2410609-16b3-516e-9e88-6a397ab27a33,L48s v3 Low Priority,DZH318Z08NRP,DZH318Z08NRP/0161,,Virtual Machines Lsv3 Series Windows,Standard_L48s_v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
41,Standard_B4s_v2,southafricanorth,USD,0.0,0.00868,0.00868,ZA North,2023-03-01T00:00:00Z,c2436b9c-97c0-5d11-aafa-498eb32fd01a,B4s v2 Spot,DZH318Z0K9K9,DZH318Z0K9K9/022D,,Virtual Machines Bsv2 Series,B4s v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
42,Standard_D3,uaecentral,USD,0.0,0.602,0.602,AE Central,2019-02-12T00:00:00Z,c2485208-2081-4788-bb3d-ceff921975a2,D3/DS3,DZH318Z0BPVW,DZH318Z0BPVW/009V,,Virtual Machines D Series Windows,D3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
43,Standard_DS3,uaecentral,USD,0.0,0.418,0.418,AE Central,2019-02-12T00:00:00Z,c2485208-2081-4788-bb3d-ceff921975a2,DS3,DZH318Z0BPW4,DZH318Z0BPW4/00B8,,Virtual Machines DS Series Windows,DS3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,False,mismatched_sku_detail
44,Standard_D3,uaecentral,USD,0.0,0.418,0.418,AE Central,2019-02-12T00:00:00Z,c2485208-2081-4788-bb3d-ceff921975a2,D3/DS3,DZH318Z0BPVW,DZH318Z0BPVW/009V,,Virtual Machines D Series Windows,D3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
45,Standard_DS3,uaecentral,USD,0.0,0.602,0.602,AE Central,2019-02-12T00:00:00Z,c2485208-2081-4788-bb3d-ceff921975a2,DS3,DZH318Z0BPW4,DZH318Z0BPW4/00B8,,Virtual Machines DS Series Windows,DS3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
46,Standard_B16ls_v2,eastus2,USD,0.0,0.663,0.663,US East 2,2023-03-01T00:00:00Z,c24afd2e-e043-50b9-b9d3-5c6c657f17cc,B16ls v2,DZH318Z0K9KD,DZH318Z0K9KD/02H8,,Virtual Machines Bsv2 Series Windows,B16ls v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
47,Standard_B16ls_v2,eastus2,USD,0.0,0.589,0.589,US East 2,2023-03-01T00:00:00Z,c24afd2e-e043-50b9-b9d3-5c6c657f17cc,B16ls v2,DZH318Z0K9KD,DZH318Z0K9KD/02H8,,Virtual Machines Bsv2 Series Windows,B16ls v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
48,Esv5_Type1,westus3,USD,0.0,34384.0,34384.0,US West 3,2022-08-01T00:00:00Z,c24b2162-83c3-5a93-9c02-c3c9dadababb,Esv5 Type1,DZH318Z09V9H,DZH318Z09V9H/000S,,Esv5 Series DedicatedHost,Esv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
49,Esv5_Type1,westus3,USD,0.0,66438.0,66438.0,US West 3,2022-08-01T00:00:00Z,c24b2162-83c3-5a93-9c02-c3c9dadababb,Esv5 Type1,DZH318Z09V9H,DZH318Z09V9H/000P,,Esv5 Series DedicatedHost,Esv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
50,Esv5_Type1,westus3,USD,0.0,6.653,6.653,US West 3,2022-08-01T00:00:00Z,c24b2162-83c3-5a93-9c02-c3c9dadababb,Esv5 Type1,DZH318Z09V9H,DZH318Z09V9H/0007,,Esv5 Series DedicatedHost,Esv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
51,Standard_B2ls_v2,uaenorth,USD,0.0,0.02376,0.02376,AE North,2023-03-01T00:00:00Z,c24b638b-1bb8-58b9-ac07-6a91532cf0e0,B2ls v2 Spot,DZH318Z0K9KD,DZH318Z0K9KD/01BF,,Virtual Machines Bsv2 Series Windows,B2ls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
52,Standard_B2ls_v2,uaenorth,USD,0.0,0.02008,0.02008,AE North,2023-03-01T00:00:00Z,c24b638b-1bb8-58b9-ac07-6a91532cf0e0,B2ls v2 Spot,DZH318Z0K9KD,DZH318Z0K9KD/01BF,,Virtual Machines Bsv2 Series Windows,B2ls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
53,Standard_DC4s_v3,japanwest,USD,0.0,0.0992,0.0992,JA West,2022-07-01T00:00:00Z,c24cbdee-a249-5a87-b6bf-3e8a08ce3563,DC4s_v3 Low Priority,DZH318Z08NQZ,DZH318Z08NQZ/00CJ,,DCsv3 Series Windows,standard_DC4s_v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
54,Standard_DC4s_v3,japanwest,USD,0.0,0.272,0.272,JA West,2022-07-01T00:00:00Z,c24cbdee-a249-5a87-b6bf-3e8a08ce3563,DC4s_v3 Low Priority,DZH318Z08NQZ,DZH318Z08NQZ/00CJ,,DCsv3 Series Windows,standard_DC4s_v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
55,Standard_DS15i_v2,eastasia,USD,0.0,0.239469,0.239469,AP East,2023-01-01T00:00:00Z,c24d00ee-95ce-5b8a-b20a-cde61a67e18e,DS15i v2 Spot,DZH318Z0BQPW,DZH318Z0BQPW/02RZ,,Virtual Machines DSv2 Series Windows,DS15i v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
56,Standard_DS15i_v2,eastasia,USD,0.0,0.477056,0.477056,AP East,2023-01-01T00:00:00Z,c24d00ee-95ce-5b8a-b20a-cde61a67e18e,DS15i v2 Spot,DZH318Z0BQPW,DZH318Z0BQPW/02RZ,,Virtual Machines DSv2 Series Windows,DS15i v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
57,Standard_L8as_v3,norwaywest,USD,0.0,0.611,0.611,NO West,2022-11-01T00:00:00Z,c24e8bd6-7333-5940-9f15-0eb77e0a5747,L8as v3 Low Priority,DZH318Z08NR8,DZH318Z08NR8/00RT,,Lasv3 Series Windows,Standard_L8as_v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
58,Standard_L8as_v3,norwaywest,USD,0.0,0.232,0.232,NO West,2022-11-01T00:00:00Z,c24e8bd6-7333-5940-9f15-0eb77e0a5747,L8as v3 Low Priority,DZH318Z08NR8,DZH318Z08NR8/00RT,,Lasv3 Series Windows,Standard_L8as_v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
59,Standard_D4lds_v5,uaecentral,USD,0.0,0.312,0.312,AE Central,2023-04-01T00:00:00Z,c256f594-a55b-5abb-9119-cfa27641cc0c,D4lds v5,DZH318Z08M99,DZH318Z08M99/011L,,Virtual Machines Dldsv5 Series Windows,D4lds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
60,Standard_D4lds_v5,uaecentral,USD,0.0,0.496,0.496,AE Central,2023-04-01T00:00:00Z,c256f594-a55b-5abb-9119-cfa27641cc0c,D4lds v5,DZH318Z08M99,DZH318Z08M99/011L,,Virtual Machines Dldsv5 Series Windows,D4lds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
61,Standard_B4as_v2,westus3,USD,0.0,0.0712,0.0712,US West 3,2023-03-01T00:00:00Z,c25b75da-f9d0-5d57-af25-b10c00d47a6b,B4as v2 Spot,DZH318Z0K9JF,DZH318Z0K9JF/028Q,,Virtual Machines Basv2 Series Windows,B4as v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
62,Standard_B4as_v2,westus3,USD,0.0,0.064,0.064,US West 3,2023-03-01T00:00:00Z,c25b75da-f9d0-5d57-af25-b10c00d47a6b,B4as v2 Spot,DZH318Z0K9JF,DZH318Z0K9JF/028Q,,Virtual Machines Basv2 Series Windows,B4as v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
63,Standard_E96ias_v4,switzerlandwest,USD,0.0,2.249,2.249,CH West,2022-12-01T00:00:00Z,c25cd21b-972a-517d-bfc9-d7248db9af85,E96ias v4 Low Priority,DZH318Z0CM2D,DZH318Z0CM2D/04QM,,Virtual Machines Easv4 Series,E96ias v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
64,Standard_B2s_v2,swedensouth,USD,0.0,0.112,0.112,SE South,2023-03-01T00:00:00Z,c25cf6a3-5800-521a-9d04-22494cb3cc8f,B2s v2,DZH318Z0K9K9,DZH318Z0K9K9/01CL,,Virtual Machines Bsv2 Series,B2s v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
65,Standard_E4_v4,usgovtexas,USD,0.0,0.063,0.063,US Gov TX,2020-08-01T00:00:00Z,c25e458e-c8b5-5cd3-8207-0193f09185b3,E4 v4 Low Priority,DZH318Z0D1L7,DZH318Z0D1L7/009G,,Virtual Machines Ev4 Series,E4 v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
66,Standard_B16s_v2,swedencentral,USD,0.0,0.2764,0.2764,SE Central,2023-03-01T00:00:00Z,c26016d5-ae69-5a06-be27-86599bf0270e,B16s v2 Spot,DZH318Z0K9K9,DZH318Z0K9K9/013V,,Virtual Machines Bsv2 Series,B16s v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
67,Standard_M32s,switzerlandwest,USD,0.0,3.27079,3.27079,CH West,2021-10-01T00:00:00Z,c2608ae3-f422-43d7-835b-c36dea7955cc,M32s Low Priority,DZH318Z0BPW5,DZH318Z0BPW5/00SK,,Virtual Machines MS Series Windows,M32s Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
68,Standard_M32s,switzerlandwest,USD,0.0,1.33506,1.33506,CH West,2021-10-01T00:00:00Z,c2608ae3-f422-43d7-835b-c36dea7955cc,M32s Low Priority,DZH318Z0BPW5,DZH318Z0BPW5/00SK,,Virtual Machines MS Series Windows,M32s Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
69,Standard_B2ats_v2,northcentralus,USD,0.0,0.0192,0.0192,US North Central,2023-03-01T00:00:00Z,c2631c71-44d7-58b3-b337-2c1f937b03a5,B2ats v2,DZH318Z0K9JF,DZH318Z0K9JF/00B3,,Virtual Machines Basv2 Series Windows,B2ats v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
