,armSkuName,armRegionName,currencyCode,tierMinimumUnits,retailPrice,unitPrice,location,effectiveStartDate,meterId,meterName,productId,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,mismatched_reason
13,Standard_D8ads_v5,usgovvirginia,USD,0.0,0.118862,0.118862,US Gov Virginia,2023-02-01T00:00:00Z,cedfb6e9-4322-509b-a28d-ee7d2db931a7,D8ads v5 Spot,DZH318Z08W2P,DZH318Z08W2P/0143,,Virtual Machines Dadsv5 Series Windows,Standard_D8ads_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
14,Standard_M208-104ms_v2,japanwest,USD,0.0,69.161,69.161,JA West,2021-02-01T00:00:00Z,cedfd201-a844-56f4-afd5-e2d0a1955bba,M208-104ms_v2,DZH318Z0BX5L,DZH318Z0BX5L/03WC,,Virtual Machines MSv2 Series,M208-104ms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
15,Standard_M208-104ms_v2,japanwest,USD,0.0,352356.0,352356.0,JA West,2021-02-25T00:00:00Z,cedfd201-a844-56f4-afd5-e2d0a1955bba,M208-104ms_v2,DZH318Z0BX5L,DZH318Z0BX5L/04N3,,Virtual Machines MSv2 Series,M208-104ms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
16,Standard_M208-104ms_v2,japanwest,USD,0.0,510308.0,510308.0,JA West,2021-02-25T00:00:00Z,cedfd201-a844-56f4-afd5-e2d0a1955bba,M208-104ms_v2,DZH318Z0BX5L,DZH318Z0BX5L/04N2,,Virtual Machines MSv2 Series,M208-104ms_v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
17,Standard_NV4as_v4,usgovvirginia,USD,0.0,3368.0,3368.0,US Gov Virginia,2020-10-01T00:00:00Z,cee5460c-23c1-5f15-a355-efcd890820c9,NV4as v4,DZH318Z0CGPD,DZH318Z0CGPD/009G,,Virtual Machines NVasv4 Series,NV4as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
18,Standard_NV4as_v4,usgovvirginia,USD,0.0,0.291,0.291,US Gov Virginia,2021-03-01T00:00:00Z,cee5460c-23c1-5f15-a355-efcd890820c9,NV4as v4,DZH318Z0CGPD,DZH318Z0CGPD/009M,,Virtual Machines NVasv4 Series,NV4as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
19,Standard_NV4as_v4,usgovvirginia,USD,0.0,1633.0,1633.0,US Gov Virginia,2020-10-01T00:00:00Z,cee5460c-23c1-5f15-a355-efcd890820c9,NV4as v4,DZH318Z0CGPD,DZH318Z0CGPD/009K,,Virtual Machines NVasv4 Series,NV4as v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
20,Standard_L80as_v3,australiacentral2,USD,0.0,2.992,2.992,AU Central 2,2022-11-01T00:00:00Z,ceea87fd-18af-5bb2-a690-3d152067f3cc,L80as v3 Spot,DZH318Z08NR9,DZH318Z08NR9/00XS,,Lasv3 Series Linux,Standard_L80as_v3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
21,Standard_B32ls_v2,centralindia,USD,0.0,0.5076,0.5076,IN Central,2023-03-01T00:00:00Z,ceed8676-d77e-564a-af5c-c3dfdf88f754,B32ls v2 Spot,DZH318Z0K9K9,DZH318Z0K9K9/0257,,Virtual Machines Bsv2 Series,B32ls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
22,Standard_E64-32as_v4,switzerlandwest,USD,0.0,1.499,1.499,CH West,2022-12-01T00:00:00Z,ceefca26-7463-58da-b194-eab07d8447d7,E64-32as_v4 Low Priority,DZH318Z0CM2D,DZH318Z0CM2D/04R4,,Virtual Machines Easv4 Series,E64-32as_v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
23,Standard_E2_v3,attnewyork1,USD,0.0,0.0252,0.0252,ATT New York 1,2023-02-01T00:00:00Z,cef0fdb9-2782-53c3-879b-444143997787,E2 v3/E2s v3 Low Priority,DZH318Z0BQ4L,DZH318Z0BQ4L/03JG,,Virtual Machines Ev3 Series,E2 v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
24,Standard_E20s_v4,usgovarizona,USD,0.0,0.302,0.302,US Gov AZ,2020-08-01T00:00:00Z,cef1081b-88b7-59c2-a168-87048e8a8597,E20s v4 Low Priority,DZH318Z0CSHL,DZH318Z0CSHL/01LL,,Virtual Machines Esv4 Series,E20s v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
25,Standard_E4-2as_v5,germanynorth,USD,0.0,0.356,0.356,DE North,2022-11-01T00:00:00Z,cef17c23-9184-5867-b7e2-cf04791395d6,E4-2as v5,DZH318Z093WZ,DZH318Z093WZ/05QD,,Virtual Machines Easv5 Series,E4-2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
26,Standard_E4-2as_v5,germanynorth,USD,0.0,1841.0,1841.0,DE North,2022-11-01T00:00:00Z,cef17c23-9184-5867-b7e2-cf04791395d6,E4-2as v5,DZH318Z093WZ,DZH318Z093WZ/06CT,,Virtual Machines Easv5 Series,E4-2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
27,Standard_E4-2as_v5,germanynorth,USD,0.0,3557.0,3557.0,DE North,2022-11-01T00:00:00Z,cef17c23-9184-5867-b7e2-cf04791395d6,E4-2as v5,DZH318Z093WZ,DZH318Z093WZ/06CW,,Virtual Machines Easv5 Series,E4-2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
28,Standard_B2ts_v2,koreasouth,USD,0.0,0.012,0.012,KR South,2023-03-01T00:00:00Z,cef35189-9052-52b6-a8d0-86f90e9f1294,B2ts v2,DZH318Z0K9K9,DZH318Z0K9K9/016F,,Virtual Machines Bsv2 Series,B2ts v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
29,Standard_DS3,brazilsoutheast,USD,0.0,0.0494,0.0494,BR Southeast,2022-02-01T00:00:00Z,cef5a35c-1f2d-581a-8f75-cc3a469dc704,DS3 Spot,DZH318Z0BQ4S,DZH318Z0BQ4S/010J,,Virtual Machines DS Series,DS3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
30,Standard_D2as_v5,qatarcentral,USD,0.0,0.0212,0.0212,QA Central,2022-11-01T00:00:00Z,cef70734-db65-5ea6-9ec2-a26524660031,D2as v5 Low Priority,DZH318Z08W0T,DZH318Z08W0T/022Z,,Virtual Machines Dasv5 Series,Standard_D2as_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
31,Standard_B32ls_v2,francecentral,USD,0.0,0.594,0.594,FR Central,2023-03-01T00:00:00Z,cef78e8f-6a26-5850-bb1c-823672e42d02,B32ls v2 Spot,DZH318Z0K9KD,DZH318Z0K9KD/01XH,,Virtual Machines Bsv2 Series Windows,B32ls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
32,Standard_B32ls_v2,francecentral,USD,0.0,0.5348,0.5348,FR Central,2023-03-01T00:00:00Z,cef78e8f-6a26-5850-bb1c-823672e42d02,B32ls v2 Spot,DZH318Z0K9KD,DZH318Z0K9KD/01XH,,Virtual Machines Bsv2 Series Windows,B32ls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
33,Fsv2 Type3,centralus,USD,0.0,26675.0,26675.0,US Central,2020-10-01T00:00:00Z,cef797cc-d9e5-5406-9351-ee115d133d78,Fsv2 Type3,DZH318Z0C621,DZH318Z0C621/005C,,FSv2 Series Dedicated Host,Fsv2 Type3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
34,Fsv2 Type3,centralus,USD,0.0,5.161,5.161,US Central,2020-10-01T00:00:00Z,cef797cc-d9e5-5406-9351-ee115d133d78,Fsv2 Type3,DZH318Z0C621,DZH318Z0C621/0064,,FSv2 Series Dedicated Host,Fsv2 Type3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
35,Fsv2 Type3,centralus,USD,0.0,50185.0,50185.0,US Central,2020-10-01T00:00:00Z,cef797cc-d9e5-5406-9351-ee115d133d78,Fsv2 Type3,DZH318Z0C621,DZH318Z0C621/005G,,FSv2 Series Dedicated Host,Fsv2 Type3,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
36,Standard_D2ads_v5,australiacentral2,USD,0.0,0.052,0.052,AU Central 2,2022-11-01T00:00:00Z,cef8f72a-7337-5615-b09f-d731db4b655c,D2ads v5 Spot,DZH318Z08W2R,DZH318Z08W2R/01L5,,Virtual Machines Dadsv5 Series,Standard_D2ads_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
37,Standard_D48_v3,usgovtexas,USD,0.0,0.605,0.605,US Gov TX,2019-06-01T00:00:00Z,cefa787f-8033-48ea-a650-00e08f10af86,D48 v3/D48s v3 Low Priority,DZH318Z0BQ4K,DZH318Z0BQ4K/01BV,,Virtual Machines Dv3 Series,D48 v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
38,Standard_D48s_v3,usgovtexas,USD,0.0,0.605,0.605,US Gov TX,2019-06-01T00:00:00Z,cefa787f-8033-48ea-a650-00e08f10af86,D48s v3 Low Priority,DZH318Z0BQ50,DZH318Z0BQ50/01C9,,Virtual Machines DSv3 Series,D48s v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
39,Standard_D32-16s_v3,southindia,USD,0.0,0.433,0.433,IN South,2017-12-01T00:00:00Z,cefbe818-1da8-45b3-87da-a611ef895b6b,D32-16s v3 Low Priority,DZH318Z0BQ50,DZH318Z0BQ50/02K6,,Virtual Machines DSv3 Series,D32-16s v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
40,Standard_D32-8s_v3,southindia,USD,0.0,0.433,0.433,IN South,2017-12-01T00:00:00Z,cefbe818-1da8-45b3-87da-a611ef895b6b,D32-8s v3 Low Priority,DZH318Z0BQ50,DZH318Z0BQ50/02K2,,Virtual Machines DSv3 Series,D32-8s v3 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
41,Standard_E112ibds_v5,centralindia,USD,0.0,108269.0,108269.0,IN Central,2022-09-01T00:00:00Z,cefd80b4-491e-5702-a4b6-75bce8f0f753,E112ibds v5,DZH318Z09LQP,DZH318Z09LQP/02V4,,Virtual Machines Ebdsv5 Series,Standard_E112ibds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
42,Standard_E112ibds_v5,centralindia,USD,0.0,56034.0,56034.0,IN Central,2022-09-01T00:00:00Z,cefd80b4-491e-5702-a4b6-75bce8f0f753,E112ibds v5,DZH318Z09LQP,DZH318Z09LQP/02V3,,Virtual Machines Ebdsv5 Series,Standard_E112ibds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
43,Standard_E112ibds_v5,centralindia,USD,0.0,10.842,10.842,IN Central,2022-09-01T00:00:00Z,cefd80b4-491e-5702-a4b6-75bce8f0f753,E112ibds v5,DZH318Z09LQP,DZH318Z09LQP/017N,,Virtual Machines Ebdsv5 Series,Standard_E112ibds_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
44,Standard_B2ats_v2,northcentralus,USD,0.0,0.00768,0.00768,US North Central,2023-03-01T00:00:00Z,cefdd7d9-3952-562d-a5e7-1bb2f05fd96b,B2ats v2 Spot,DZH318Z0K9JF,DZH318Z0K9JF/00B7,,Virtual Machines Basv2 Series Windows,B2ats v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
45,Standard_B2ats_v2,northcentralus,USD,0.0,0.004,0.004,US North Central,2023-03-01T00:00:00Z,cefdd7d9-3952-562d-a5e7-1bb2f05fd96b,B2ats v2 Spot,DZH318Z0K9JF,DZH318Z0K9JF/00B7,,Virtual Machines Basv2 Series Windows,B2ats v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
46,Standard_D16as_v5,usgovarizona,USD,0.0,0.114319,0.114319,US Gov AZ,2022-11-01T00:00:00Z,cf04eeca-550d-5215-9dea-fdda4b79504b,D16as v5 Spot,DZH318Z08W0T,DZH318Z08W0T/01NX,,Virtual Machines Dasv5 Series,Standard_D16as_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
47,Standard_D4_v2,usgovarizona,USD,0.0,1.17,1.17,US Gov AZ,2018-06-01T00:00:00Z,cf057f62-d3e0-4bdf-b751-d38cc07a3f30,D4 v2/DS4 v2,DZH318Z0BPVM,DZH318Z0BPVM/003L,,Virtual Machines Dv2 Series Windows,D4 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
48,Standard_DS4_v2,usgovarizona,USD,0.0,1.17,1.17,US Gov AZ,2018-06-01T00:00:00Z,cf057f62-d3e0-4bdf-b751-d38cc07a3f30,DS4 v2,DZH318Z0BQPW,DZH318Z0BQPW/00K9,,Virtual Machines DSv2 Series Windows,DS4 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
49,Standard_E8-2as_v4,norwaywest,USD,0.0,0.0937,0.0937,NO West,2023-03-01T00:00:00Z,cf06db9c-2546-5e29-aaa7-f4b8a68f1286,E8-2as_v4 Spot,DZH318Z0CM2D,DZH318Z0CM2D/052V,,Virtual Machines Easv4 Series,E8-2as_v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
50,Standard_D4as_v5,southafricawest,USD,0.0,0.0595,0.0595,ZA West,2022-11-01T00:00:00Z,cf072202-d845-5b41-a069-a6980f46ea17,D4as v5 Low Priority,DZH318Z08W0Q,DZH318Z08W0Q/00Z3,,Virtual Machines Dasv5 Series Windows,Standard_D4as_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
51,Standard_D4as_v5,southafricawest,USD,0.0,0.193,0.193,ZA West,2022-11-01T00:00:00Z,cf072202-d845-5b41-a069-a6980f46ea17,D4as v5 Low Priority,DZH318Z08W0Q,DZH318Z08W0Q/00Z3,,Virtual Machines Dasv5 Series Windows,Standard_D4as_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
52,Standard_E8s_v4,westindia,USD,0.0,0.608,0.608,IN West,2021-02-01T00:00:00Z,cf080f14-16e7-5e2c-a899-04510d8aa141,E8s v4,DZH318Z0CSHL,DZH318Z0CSHL/04WT,,Virtual Machines Esv4 Series,E8s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
53,Standard_E8s_v4,westindia,USD,0.0,3142.0,3142.0,IN West,2021-02-01T00:00:00Z,cf080f14-16e7-5e2c-a899-04510d8aa141,E8s v4,DZH318Z0CSHL,DZH318Z0CSHL/04X3,,Virtual Machines Esv4 Series,E8s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
54,Standard_E8s_v4,westindia,USD,0.0,6071.0,6071.0,IN West,2021-02-01T00:00:00Z,cf080f14-16e7-5e2c-a899-04510d8aa141,E8s v4,DZH318Z0CSHL,DZH318Z0CSHL/04X0,,Virtual Machines Esv4 Series,E8s v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
55,Standard_D2as_v5_Promo,westus3,USD,0.0,0.0896,0.0896,US West 3,2022-07-01T00:00:00Z,cf09fdef-aa24-5b5f-8c7e-c116c1279041,D2as v5 Promo,DZH318Z08W2M,DZH318Z08W2M/007X,,Virtual Machines Dasv5 Promo Series,Standard_D2as_v5_Promo,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
56,Standard_D2as_v5_Promo,westus3,USD,0.0,463.0,463.0,US West 3,2022-07-01T00:00:00Z,cf09fdef-aa24-5b5f-8c7e-c116c1279041,D2as v5 Promo,DZH318Z08W2M,DZH318Z08W2M/01WW,,Virtual Machines Dasv5 Promo Series,Standard_D2as_v5_Promo,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
57,Standard_D2as_v5_Promo,westus3,USD,0.0,895.0,895.0,US West 3,2022-07-01T00:00:00Z,cf09fdef-aa24-5b5f-8c7e-c116c1279041,D2as v5 Promo,DZH318Z08W2M,DZH318Z08W2M/01WM,,Virtual Machines Dasv5 Promo Series,Standard_D2as_v5_Promo,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
58,Standard_D15i_v2,uaecentral,USD,0.0,2.332,2.332,AE Central,2019-08-01T00:00:00Z,cf0e24d3-5e5f-4c74-81f9-21dcef588d54,D15i v2/DS15i v2,DZH318Z0BPVM,DZH318Z0BPVM/014C,,Virtual Machines Dv2 Series Windows,D15i v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
59,Standard_DS15i_v2,uaecentral,USD,0.0,2.332,2.332,AE Central,2019-08-01T00:00:00Z,cf0e24d3-5e5f-4c74-81f9-21dcef588d54,DS15i v2,DZH318Z0BQPW,DZH318Z0BQPW/014P,,Virtual Machines DSv2 Series Windows,DS15i v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,False,mismatched_sku_detail
60,Standard_D15i_v2,uaecentral,USD,0.0,3.252,3.252,AE Central,2019-08-01T00:00:00Z,cf0e24d3-5e5f-4c74-81f9-21dcef588d54,D15i v2/DS15i v2,DZH318Z0BPVM,DZH318Z0BPVM/014C,,Virtual Machines Dv2 Series Windows,D15i v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
61,Standard_DS15i_v2,uaecentral,USD,0.0,3.252,3.252,AE Central,2019-08-01T00:00:00Z,cf0e24d3-5e5f-4c74-81f9-21dcef588d54,DS15i v2,DZH318Z0BQPW,DZH318Z0BQPW/014P,,Virtual Machines DSv2 Series Windows,DS15i v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
62,Standard_E96bds_v5,brazilsoutheast,USD,0.0,3.326,3.326,BR Southeast,2022-09-01T00:00:00Z,cf132291-1851-57f2-b133-8f2fb719be60,E96bds v5 Low Priority,DZH318Z09LQN,DZH318Z09LQN/01C7,,Virtual Machines Ebdsv5 Series Windows,Standard_E96bds_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
63,Standard_E96bds_v5,brazilsoutheast,USD,0.0,8.418,8.418,BR Southeast,2022-09-01T00:00:00Z,cf132291-1851-57f2-b133-8f2fb719be60,E96bds v5 Low Priority,DZH318Z09LQN,DZH318Z09LQN/01C7,,Virtual Machines Ebdsv5 Series Windows,Standard_E96bds_v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
64,Easv5_Type1,japanwest,USD,0.0,37386.0,37386.0,JA West,2022-08-01T00:00:00Z,cf1e24f7-ed2d-5c93-a049-05b2eb85b2d4,Easv5 Type1,DZH318Z092QF,DZH318Z092QF/003X,,Easv5 Series DedicatedHost,Easv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
65,Easv5_Type1,japanwest,USD,0.0,7.234,7.234,JA West,2022-08-01T00:00:00Z,cf1e24f7-ed2d-5c93-a049-05b2eb85b2d4,Easv5 Type1,DZH318Z092QF,DZH318Z092QF/003Q,,Easv5 Series DedicatedHost,Easv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
66,Easv5_Type1,japanwest,USD,0.0,72238.0,72238.0,JA West,2022-08-01T00:00:00Z,cf1e24f7-ed2d-5c93-a049-05b2eb85b2d4,Easv5 Type1,DZH318Z092QF,DZH318Z092QF/003T,,Easv5 Series DedicatedHost,Easv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
67,Standard_E96bs_v5,swedensouth,USD,0.0,9.953,9.953,SE South,2022-09-01T00:00:00Z,cf23c84c-88b7-5b40-ba9e-a4b30c1b8c68,E96bs v5,DZH318Z09LR4,DZH318Z09LR4/01Z2,,Virtual Machines Ebsv5 Series Windows,Standard_E96bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
68,Standard_E96bs_v5,swedensouth,USD,0.0,14.369,14.369,SE South,2022-09-01T00:00:00Z,cf23c84c-88b7-5b40-ba9e-a4b30c1b8c68,E96bs v5,DZH318Z09LR4,DZH318Z09LR4/01Z2,,Virtual Machines Ebsv5 Series Windows,Standard_E96bs_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
