,armSkuName,armRegionName,currencyCode,tierMinimumUnits,retailPrice,unitPrice,location,effectiveStartDate,meterId,meterName,productId,skuId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,mismatched_reason
10,Standard_M32s,australiacentral2,USD,0.0,0.967,0.967,AU Central 2,2020-02-01T00:00:00Z,e6ebf846-3d22-494e-a1e4-b949357fc2aa,M32s Low Priority,DZH318Z0BQ4W,DZH318Z0BQ4W/01ZM,Virtual Machines MS Series,M32s Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
11,Standard_E8-2as_v5,southafricanorth,USD,0.0,6032.0,6032.0,ZA North,2022-07-01T00:00:00Z,e6eeea71-04d1-5267-a1dc-6dc61d83757a,E8-2as v5,DZH318Z093WZ,DZH318Z093WZ/050W,Virtual Machines Easv5 Series,E8-2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
12,Standard_E8-2as_v5,southafricanorth,USD,0.0,3122.0,3122.0,ZA North,2022-07-01T00:00:00Z,e6eeea71-04d1-5267-a1dc-6dc61d83757a,E8-2as v5,DZH318Z093WZ,DZH318Z093WZ/050X,Virtual Machines Easv5 Series,E8-2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
13,Standard_E8-2as_v5,southafricanorth,USD,0.0,0.604,0.604,ZA North,2022-07-01T00:00:00Z,e6eeea71-04d1-5267-a1dc-6dc61d83757a,E8-2as v5,DZH318Z093WZ,DZH318Z093WZ/04MF,Virtual Machines Easv5 Series,E8-2as v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
14,Dasv5_Type1,eastus2,USD,0.0,27380.0,27380.0,US East 2,2022-01-01T00:00:00Z,e6f0bd24-6a24-5e86-a7f4-cae7a5fab3af,Dasv5 Type1,DZH318Z08W0S,DZH318Z08W0S/001G,Dasv5 Series Dedicated Host,Dasv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
15,Dasv5_Type1,eastus2,USD,0.0,52904.0,52904.0,US East 2,2022-01-01T00:00:00Z,e6f0bd24-6a24-5e86-a7f4-cae7a5fab3af,Dasv5 Type1,DZH318Z08W0S,DZH318Z08W0S/001C,Dasv5 Series Dedicated Host,Dasv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
16,Dasv5_Type1,eastus2,USD,0.0,5.298,5.298,US East 2,2022-01-01T00:00:00Z,e6f0bd24-6a24-5e86-a7f4-cae7a5fab3af,Dasv5 Type1,DZH318Z08W0S,DZH318Z08W0S/0005,Dasv5 Series Dedicated Host,Dasv5 Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
17,Standard_B8s_v2,koreacentral,USD,0.0,0.1664,0.1664,KR Central,2023-03-01T00:00:00Z,e6f1fe32-fc3f-55ea-b652-65d6336cbaeb,B8s v2 Spot,DZH318Z0K9K9,DZH318Z0K9K9/01HQ,Virtual Machines Bsv2 Series,B8s v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
18,Standard_E64bs_v5,westindia,USD,0.0,1.95296,1.95296,IN West,2023-05-01T00:00:00Z,e6f54b50-9292-5243-8b98-a010faecad93,E64bs v5 Spot,DZH318Z09LR4,DZH318Z09LR4/01JG,Virtual Machines Ebsv5 Series Windows,Standard_E64bs_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
19,Standard_E64bs_v5,westindia,USD,0.0,2.89504,2.89504,IN West,2023-05-01T00:00:00Z,e6f54b50-9292-5243-8b98-a010faecad93,E64bs v5 Spot,DZH318Z09LR4,DZH318Z09LR4/01JG,Virtual Machines Ebsv5 Series Windows,Standard_E64bs_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
20,Standard_D48a_v4,usgovtexas,USD,0.0,0.288,0.288,US Gov TX,2023-03-01T00:00:00Z,e6f6a6cf-e533-5a8e-bcad-8e451d5ecc90,D48a v4/D48as v4 Spot,DZH318Z0CM2B,DZH318Z0CM2B/018S,Virtual Machines Dav4 Series,D48a v4 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
21,Standard_D2pds_v5,centralindia,USD,0.0,0.0608,0.0608,IN Central,2023-01-01T00:00:00Z,e6f815db-4d57-51c7-8957-5f73d68b7bf6,D2pds v5 Spot,DZH318Z092SC,DZH318Z092SC/00G2,Virtual Machines Dpdsv5 Series Windows,Standard_D2pds_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
22,Standard_D2pds_v5,centralindia,USD,0.0,0.019328,0.019328,IN Central,2023-05-01T00:00:00Z,e6f815db-4d57-51c7-8957-5f73d68b7bf6,D2pds v5 Spot,DZH318Z092SC,DZH318Z092SC/00G2,Virtual Machines Dpdsv5 Series Windows,Standard_D2pds_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
23,Standard_E32bs_v5,usgovvirginia,USD,0.0,0.9216,0.9216,US Gov Virginia,2023-05-01T00:00:00Z,e6f89732-d1f6-53e9-bf5d-e1f641d1f31f,E32bs v5 Spot,DZH318Z09LR5,DZH318Z09LR5/01S6,Virtual Machines Ebsv5 Series,Standard_E32bs_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
24,Standard_M32s,switzerlandwest,USD,0.0,1.33506,1.33506,CH West,2021-10-01T00:00:00Z,e6f8ba69-930c-45fa-af77-eda3fa78cea0,M32s Low Priority,DZH318Z0BQ4W,DZH318Z0BQ4W/02SP,Virtual Machines MS Series,M32s Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
25,Standard_B2ls_v2,eastasia,USD,0.0,0.0676,0.0676,AP East,2023-03-01T00:00:00Z,e6f91341-73c5-588b-b2e3-e7c8e7b21251,B2ls v2,DZH318Z0K9KD,DZH318Z0K9KD/00FJ,Virtual Machines Bsv2 Series Windows,B2ls v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
26,Standard_B2ls_v2,eastasia,USD,0.0,0.0584,0.0584,AP East,2023-03-01T00:00:00Z,e6f91341-73c5-588b-b2e3-e7c8e7b21251,B2ls v2,DZH318Z0K9KD,DZH318Z0K9KD/00FJ,Virtual Machines Bsv2 Series Windows,B2ls v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
27,Standard_D48s_v5,westindia,USD,0.0,29451.0,29451.0,IN West,2021-11-01T00:00:00Z,e6fc0bb3-9353-5b47-8f76-c5d54f8fb1f7,D48s v5,DZH318Z08M9W,DZH318Z08M9W/01RR,Virtual Machines Dsv5 Series,Standard_D48s_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
28,Standard_D48s_v5,westindia,USD,0.0,15242.0,15242.0,IN West,2021-11-01T00:00:00Z,e6fc0bb3-9353-5b47-8f76-c5d54f8fb1f7,D48s v5,DZH318Z08M9W,DZH318Z08M9W/01S2,Virtual Machines Dsv5 Series,Standard_D48s_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
29,Standard_D48s_v5,westindia,USD,0.0,2.949,2.949,IN West,2021-11-01T00:00:00Z,e6fc0bb3-9353-5b47-8f76-c5d54f8fb1f7,D48s v5,DZH318Z08M9W,DZH318Z08M9W/017H,Virtual Machines Dsv5 Series,Standard_D48s_v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
30,Standard_D2lds_v5,jioindiacentral,USD,0.0,0.099,0.099,IN Central Jio,2023-04-01T00:00:00Z,e702ee70-153e-51f6-ac47-e3566a75f45a,D2lds v5,DZH318Z08M99,DZH318Z08M99/00QC,Virtual Machines Dldsv5 Series Windows,D2lds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
31,Standard_D2lds_v5,jioindiacentral,USD,0.0,0.191,0.191,IN Central Jio,2023-04-01T00:00:00Z,e702ee70-153e-51f6-ac47-e3566a75f45a,D2lds v5,DZH318Z08M99,DZH318Z08M99/00QC,Virtual Machines Dldsv5 Series Windows,D2lds v5,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
32,Standard_D32-16s_v3,uksouth,USD,0.0,0.438655,0.438655,UK South,2023-04-01T00:00:00Z,e70b7c86-81a8-5a80-a4c9-db8efb52409c,D32-16s v3 Spot,DZH318Z0BPWD,DZH318Z0BPWD/0181,Virtual Machines DSv3 Series Windows,D32-16s v3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
33,Standard_D32-16s_v3,uksouth,USD,0.0,0.192467,0.192467,UK South,2023-05-01T00:00:00Z,e70b7c86-81a8-5a80-a4c9-db8efb52409c,D32-16s v3 Spot,DZH318Z0BPWD,DZH318Z0BPWD/0181,Virtual Machines DSv3 Series Windows,D32-16s v3 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
34,Standard_L16s,usgovvirginia,USD,0.0,0.301,0.301,US Gov Virginia,2017-12-01T00:00:00Z,e70bc0ab-4a5e-46ee-9455-ed7ecedf1d18,L16s Low Priority,DZH318Z0BQ4V,DZH318Z0BQ4V/003H,Virtual Machines LS Series,L16s Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
35,Esv3_Type4,eastasia,USD,0.0,7.075,7.075,AP East,2021-12-01T00:00:00Z,e70da6a8-9126-59f4-9699-128018c39d69,Esv3 Type4,DZH318Z0C620,DZH318Z0C620/0180,ESv3 Series Dedicated Host,Esv3 Type4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
36,Esv3_Type4,eastasia,USD,0.0,72478.0,72478.0,AP East,2021-12-01T00:00:00Z,e70da6a8-9126-59f4-9699-128018c39d69,Esv3 Type4,DZH318Z0C620,DZH318Z0C620/014G,ESv3 Series Dedicated Host,Esv3 Type4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
37,Esv3_Type4,eastasia,USD,0.0,36505.0,36505.0,AP East,2021-12-01T00:00:00Z,e70da6a8-9126-59f4-9699-128018c39d69,Esv3 Type4,DZH318Z0C620,DZH318Z0C620/017F,ESv3 Series Dedicated Host,Esv3 Type4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
38,Standard_M208-104ms_v2,uaecentral,USD,0.0,6.9607,6.9607,AE Central,2022-11-01T00:00:00Z,e70e7212-0735-5d5e-979c-fdc77d200e19,M208-104ms_v2 Spot,DZH318Z0BX5L,DZH318Z0BX5L/02ZJ,Virtual Machines MSv2 Series,M208-104ms_v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
39,Standard_E96-24as_v4,germanynorth,USD,0.0,1.897,1.897,DE North,2022-12-01T00:00:00Z,e70ef584-26e6-500e-bb0d-5809a4f196b7,E96-24as_v4 Low Priority,DZH318Z0CM2D,DZH318Z0CM2D/0464,Virtual Machines Easv4 Series,E96-24as_v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
40,Standard_H8m,westus2,USD,0.0,0.213,0.213,US West 2,2017-12-01T00:00:00Z,e7114102-9a68-4030-a715-23a1233c851b,H8m Low Priority,DZH318Z0BQ4J,DZH318Z0BQ4J/007F,Virtual Machines H Series,H8m Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
41,Standard_E32-16as_v4,southafricanorth,USD,0.0,0.538,0.538,ZA North,2022-12-01T00:00:00Z,e711e73f-d6f0-5fe1-809d-b2dc3c4469a6,E32-16as_v4 Low Priority,DZH318Z0CM92,DZH318Z0CM92/0279,Virtual Machines Easv4 Series Windows,E32-16as_v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
42,Standard_E32-16as_v4,southafricanorth,USD,0.0,1.664,1.664,ZA North,2022-12-01T00:00:00Z,e711e73f-d6f0-5fe1-809d-b2dc3c4469a6,E32-16as_v4 Low Priority,DZH318Z0CM92,DZH318Z0CM92/0279,Virtual Machines Easv4 Series Windows,E32-16as_v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
43,Standard_M416is_v2,centralus,USD,0.0,11.205,11.205,US Central,2020-10-01T00:00:00Z,e71283f4-259b-5a55-9337-3fe67597f3ff,M416is v2 Low Priority,DZH318Z0BX5L,DZH318Z0BX5L/01CG,Virtual Machines MSv2 Series,M416is v2 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
44,Standard_DS11_v2,usgovarizona,USD,0.0,0.304,0.304,US Gov AZ,2018-06-01T00:00:00Z,e7136365-1714-475c-9735-13d8b33c6ba8,DS11 v2,DZH318Z0BQPW,DZH318Z0BQPW/001T,Virtual Machines DSv2 Series Windows,DS11 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
45,Standard_D11_v2,usgovarizona,USD,0.0,0.304,0.304,US Gov AZ,2018-06-01T00:00:00Z,e7136365-1714-475c-9735-13d8b33c6ba8,D11 v2/DS11 v2,DZH318Z0BPVM,DZH318Z0BPVM/004V,Virtual Machines Dv2 Series Windows,D11 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
46,Standard_DS11-1_v2,usgovarizona,USD,0.0,0.304,0.304,US Gov AZ,2018-06-01T00:00:00Z,e7136365-1714-475c-9735-13d8b33c6ba8,DS11-1 v2,DZH318Z0BQPW,DZH318Z0BQPW/02LJ,Virtual Machines DSv2 Series Windows,DS11-1 v2,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
47,Standard_E96bds_v5,australiasoutheast,USD,0.0,3.33472,3.33472,AU Southeast,2023-05-01T00:00:00Z,e713d8e7-0e34-501e-8ccf-0a8bf30b9ade,E96bds v5 Spot,DZH318Z09LQN,DZH318Z09LQN/00BJ,Virtual Machines Ebdsv5 Series Windows,Standard_E96bds_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
48,Standard_E96bds_v5,australiasoutheast,USD,0.0,4.74784,4.74784,AU Southeast,2023-05-01T00:00:00Z,e713d8e7-0e34-501e-8ccf-0a8bf30b9ade,E96bds v5 Spot,DZH318Z09LQN,DZH318Z09LQN/00BJ,Virtual Machines Ebdsv5 Series Windows,Standard_E96bds_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
49,Standard_E96-48ads_v5,qatarcentral,USD,0.0,3.0892,3.0892,QA Central,2022-11-01T00:00:00Z,e7167252-b56e-5d79-bb0a-6a99c0af413e,E96-48ads v5 Spot,DZH318Z093X0,DZH318Z093X0/047V,Virtual Machines Eadsv5 Series,E96-48ads v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
50,Standard_D96as_v5,usgovtexas,USD,0.0,1.285099,1.285099,US Gov TX,2023-05-01T00:00:00Z,e71a3430-7a2e-557d-abc8-6a0dbac58325,D96as v5 Spot,DZH318Z08W0Q,DZH318Z08W0Q/00WV,Virtual Machines Dasv5 Series Windows,Standard_D96as_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
51,Standard_D14,westus3,USD,0.0,2.111,2.111,US West 3,2021-04-20T00:00:00Z,e71c7707-9a4d-561c-ac87-e28eed6958b5,D14/DS14,DZH318Z0BPVW,DZH318Z0BPVW/00NH,Virtual Machines D Series Windows,D14,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
52,Standard_DS14,westus3,USD,0.0,1.54,1.54,US West 3,2021-04-20T00:00:00Z,e71c7707-9a4d-561c-ac87-e28eed6958b5,DS14,DZH318Z0BPW4,DZH318Z0BPW4/00NV,Virtual Machines DS Series Windows,DS14,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,False,mismatched_sku_detail
53,Standard_D14,westus3,USD,0.0,1.54,1.54,US West 3,2021-04-20T00:00:00Z,e71c7707-9a4d-561c-ac87-e28eed6958b5,D14/DS14,DZH318Z0BPVW,DZH318Z0BPVW/00NH,Virtual Machines D Series Windows,D14,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
54,Standard_DS14,westus3,USD,0.0,2.111,2.111,US West 3,2021-04-20T00:00:00Z,e71c7707-9a4d-561c-ac87-e28eed6958b5,DS14,DZH318Z0BPW4,DZH318Z0BPW4/00NV,Virtual Machines DS Series Windows,DS14,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
55,Standard_D16ds_v4,usgovvirginia,USD,0.0,0.229,0.229,US Gov Virginia,2020-06-01T00:00:00Z,e71db128-1bd0-5d4a-89ee-accca7f7f9bd,D16ds v4 Low Priority,DZH318Z0CSHM,DZH318Z0CSHM/000X,Virtual Machines Ddsv4 Series,D16ds v4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
56,Standard_DS14,qatarcentral,USD,0.0,0.9604,0.9604,QA Central,2022-07-05T00:00:00Z,e71dec8f-0b28-58c4-84d6-d0a1e6ab9ad2,DS14 Spot,DZH318Z0BPW4,DZH318Z0BPW4/00SL,Virtual Machines DS Series Windows,DS14 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
57,Standard_DS14,qatarcentral,USD,0.0,0.666,0.666,QA Central,2022-07-05T00:00:00Z,e71dec8f-0b28-58c4-84d6-d0a1e6ab9ad2,DS14 Spot,DZH318Z0BPW4,DZH318Z0BPW4/00SL,Virtual Machines DS Series Windows,DS14 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
58,Standard_D32ds_v4,usgovarizona,USD,0.0,3.76,3.76,US Gov AZ,2020-06-01T00:00:00Z,e71f857f-5452-5fe8-8b97-5111020c3cb0,D32ds v4,DZH318Z0CSHH,DZH318Z0CSHH/00M3,Virtual Machines Ddsv4 Series Windows,D32ds v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
59,Standard_H16mr,southcentralus,USD,0.0,0.515,0.515,US South Central,2017-05-10T00:00:00Z,e7207cdb-e704-44ed-940c-d17e8642477e,H16mr Low Priority,DZH318Z0BQ4J,DZH318Z0BQ4J/006J,Virtual Machines H Series,H16mr Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
60,Standard_DC64as_cc_v5,westus,USD,0.0,1.422,1.422,US West,2023-05-01T00:00:00Z,e72669b9-c7f8-5769-9e02-42593adb2bef,DC64ascc v5 Spot,DZH318Z0BDL6,DZH318Z0BDL6/0081,Virtual Machines DCasccv5 Series,Standard_DC64as_cc_v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
61,Standard_B8s_v2,westcentralus,USD,0.0,0.1596,0.1596,US West Central,2023-03-01T00:00:00Z,e7270ecb-d2f0-59ac-a7b1-63f706dfed4b,B8s v2 Spot,DZH318Z0K9KD,DZH318Z0K9KD/01FH,Virtual Machines Bsv2 Series Windows,B8s v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
62,Standard_B8s_v2,westcentralus,USD,0.0,0.1744,0.1744,US West Central,2023-03-01T00:00:00Z,e7270ecb-d2f0-59ac-a7b1-63f706dfed4b,B8s v2 Spot,DZH318Z0K9KD,DZH318Z0K9KD/01FH,Virtual Machines Bsv2 Series Windows,B8s v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
63,Standard_D4,brazilsoutheast,USD,0.0,0.198,0.198,BR Southeast,2020-08-25T00:00:00Z,e727972e-2ad3-5ad2-9471-e9da92625e1c,D4/DS4 Low Priority,DZH318Z0BPVW,DZH318Z0BPVW/00N5,Virtual Machines D Series Windows,D4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
64,Standard_DS4,brazilsoutheast,USD,0.0,0.198,0.198,BR Southeast,2020-08-25T00:00:00Z,e727972e-2ad3-5ad2-9471-e9da92625e1c,DS4 Low Priority,DZH318Z0BPW4,DZH318Z0BPW4/00N8,Virtual Machines DS Series Windows,DS4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,False,mismatched_sku_detail
65,Standard_D4,brazilsoutheast,USD,0.0,0.542,0.542,BR Southeast,2020-08-25T00:00:00Z,e727972e-2ad3-5ad2-9471-e9da92625e1c,D4/DS4 Low Priority,DZH318Z0BPVW,DZH318Z0BPVW/00N5,Virtual Machines D Series Windows,D4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
66,Standard_DS4,brazilsoutheast,USD,0.0,0.542,0.542,BR Southeast,2020-08-25T00:00:00Z,e727972e-2ad3-5ad2-9471-e9da92625e1c,DS4 Low Priority,DZH318Z0BPW4,DZH318Z0BPW4/00N8,Virtual Machines DS Series Windows,DS4 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,False,mismatched_sku_detail
67,Standard_D4lds_v5,usgovvirginia,USD,0.0,0.166,0.166,US Gov Virginia,2023-04-01T00:00:00Z,e7283098-7c2a-5192-9dc6-b947bd1ea9fb,D4lds v5 Low Priority,DZH318Z08M99,DZH318Z08M99/00G0,Virtual Machines Dldsv5 Series Windows,D4lds v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
68,Standard_E64-16as_v5,southindia,USD,0.0,0.5099,0.5099,IN South,2023-03-01T00:00:00Z,e72c5909-8374-5d75-85bd-4189e3581807,E64-16as v5 Spot,DZH318Z093WZ,DZH318Z093WZ/04D7,Virtual Machines Easv5 Series,E64-16as v5 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
69,Standard_E8-2as_v4,westindia,USD,0.0,0.645,0.645,IN West,2022-12-01T00:00:00Z,e72fd489-fd75-591b-9abf-94ad9b668a2b,E8-2as_v4,DZH318Z0CM2D,DZH318Z0CM2D/042J,Virtual Machines Easv4 Series,E8-2as_v4,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
