,armSkuName,armRegionName,currencyCode,tierMinimumUnits,retailPrice,unitPrice,location,effectiveStartDate,meterId,meterName,productId,skuId,availabilityId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,mismatched_reason
2570,Msmv2MedMem Type1,koreacentral,USD,0.0,212882.0,212882.0,KR Central,2021-07-01T00:00:00Z,e5a13c90-4620-5839-b526-bb1140c8ec5e,Msmv2MedMem Type1,DZH318Z0CTQD,DZH318Z0CTQD/00K8,,MSv2 Series Dedicated Host,Msmv2MedMem Type1,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
2571,Standard_M16s,northeurope,USD,0.0,21060.0,21060.0,EU North,2018-06-21T00:00:00Z,e5a19acb-f5c2-4730-b717-7efd41e36864,M16s,DZH318Z0BQ4W,DZH318Z0BQ4W/00G7,,Virtual Machines MS Series,M16s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
2572,Standard_M16s,northeurope,USD,0.0,14430.0,14430.0,EU North,2018-06-21T00:00:00Z,e5a19acb-f5c2-4730-b717-7efd41e36864,M16s,DZH318Z0BQ4W,DZH318Z0BQ4W/00GD,,Virtual Machines MS Series,M16s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Reservation,True,mismatched_sku_detail
2573,Standard_M16s,northeurope,USD,0.0,2.864,2.864,EU North,2019-04-01T00:00:00Z,e5a19acb-f5c2-4730-b717-7efd41e36864,M16s,DZH318Z0BQ4W,DZH318Z0BQ4W/00GR,,Virtual Machines MS Series,M16s,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
2574,Standard_B2ps_v2,japanwest,USD,0.0,0.03568,0.03568,JA West,2023-03-01T00:00:00Z,e5acf033-e13f-5f02-a7c6-937a2ec22f58,B2ps v2 Spot,DZH318Z0K9JL,DZH318Z0K9JL/00PN,,Virtual Machines Bpsv2 Series Windows,B2ps v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
2575,Standard_B2ps_v2,japanwest,USD,0.0,0.032,0.032,JA West,2023-03-01T00:00:00Z,e5acf033-e13f-5f02-a7c6-937a2ec22f58,B2ps v2 Spot,DZH318Z0K9JL,DZH318Z0K9JL/00PN,,Virtual Machines Bpsv2 Series Windows,B2ps v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
2576,Standard_E64as_v5,germanynorth,USD,0.0,1.14,1.14,DE North,2022-11-01T00:00:00Z,e5ad2f01-fe3e-5f41-981a-58859efa6917,E64as v5 Low Priority,DZH318Z093WZ,DZH318Z093WZ/05QP,,Virtual Machines Easv5 Series,E64as v5 Low Priority,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
2577,Standard_B16pls_v2,southindia,USD,0.0,0.3128,0.3128,IN South,2023-03-01T00:00:00Z,e5b2e263-2922-5163-900f-e65429f192d1,B16pls v2 Spot,DZH318Z0K9JL,DZH318Z0K9JL/006R,,Virtual Machines Bpsv2 Series Windows,B16pls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
2578,Standard_B16pls_v2,southindia,USD,0.0,0.2832,0.2832,IN South,2023-03-01T00:00:00Z,e5b2e263-2922-5163-900f-e65429f192d1,B16pls v2 Spot,DZH318Z0K9JL,DZH318Z0K9JL/006R,,Virtual Machines Bpsv2 Series Windows,B16pls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,DevTestConsumption,True,mismatched_sku_detail
2579,Standard_B16pls_v2,canadaeast,USD,0.0,0.256,0.256,CA East,2023-03-01T00:00:00Z,e5b46833-7c46-5b23-90c4-87e179f52ce1,B16pls v2 Spot,DZH318Z0K9JL,DZH318Z0K9JL/0019,,Virtual Machines Bpsv2 Series Windows,B16pls v2 Spot,Virtual Machines,DZH313Z7MMC8,Compute,1 Hour,Consumption,True,mismatched_sku_detail
